abstract,paraphrase_abstract,Score (0-10),Not/Bad generated
"In this paper, we introduce the on-line Viterbi algorithm for decoding hidden Markov models (HMMs) in much smaller than linear space. Our analysis on two-state HMMs suggests that the expected maximum memory used to decode sequence of length $n$ with $m$-state HMM can be as low as $\\Theta(m\\log n)$, without a significant slow-down compared to the classical Viterbi algorithm. Classical Viterbi algorithm requires $O(mn)$ space, which is impractical for analysis of long DNA sequences (such as complete human genome chromosomes) and for continuous data streams. We also experimentally demonstrate the performance of the on-line Viterbi algorithm on a simple HMM for gene finding on both simulated and real DNA sequences.","In this study, we present an innovative approach to decoding hidden Markov models (HMMs) using the online Viterbi algorithm, which requires significantly less space than traditional methods. Specifically, our analysis shows that the expected maximum memory usage for decoding a sequence of length n with an m-state HMM can be reduced to O(m log n), without sacrificing performance. This represents a substantial improvement over the classical Viterbi algorithm, which necessitates O(mn) space and becomes impractical when dealing with large datasets such as entire human genome chromosomes or continuous data streams. To validate our findings, we have conducted experiments utilizing a simplified HMM for gene discovery on both synthetic and actual DNA sequences, demonstrating the efficiency and effectiveness of our novel method.",7,False
"Neutrinoless double beta decay is one of the most sensitive approaches in non-accelerator particle physics to take us into a regime of physics beyond the standard model. This article is a brief review of the experiments in search of neutrinoless double beta decay from 76Ge. Following a brief introduction of the process of double beta decay from 76Ge, the results of the very first experiments IGEX and Heidelberg-Moscow which give indications of the existence of possible neutrinoless double beta decay mode has been reviewed. Then ongoing efforts to substantiate the early findings are presented and the Majorana experiment as a future experimental approach which will allow a very detailed study of the neutrinoless decay mode is discussed.","Neutrinoless double beta decay offers a unique opportunity to explore physics beyond the Standard Model without relying on high-energy accelerators. In this article, we provide an overview of past and present attempts to detect neutrinoless double beta decay in germanium-76 (76Ge). We begin by introducing the concept of double beta decay and its potential significance in advancing our understanding of particle physics. Next, we examine the pioneering experiments conducted by the IGEX and Heidelberg-Moscow collaborations, which provided initial hints of the possibility of neutrinoless double beta decay. We then discuss ongoing efforts to verify these findings and elaborate on the cutting-edge Majorana experiment, which promises to shed light on the elusive neutrinoless decay mode.",7,False
"We capture the off-shell as well as the on-shell nilpotent Becchi-Rouet-Stora-Tyutin (BRST) and anti-BRST symmetry invariance of the Lagrangian densities of the four (3 + 1)-dimensional (4D) (non-)Abelian 1-form gauge theories within the framework of the superfield formalism. In particular, we provide the geometrical interpretations for (i) the above nilpotent symmetry invariance, and (ii) the above Lagrangian densities, in the language of the specific quantities defined in the domain of the above superfield formalism. Some of the subtle points, connected with the 4D (non-)Abelian 1-form gauge theories, are clarified within the framework of the above superfield formalism where the 4D ordinary gauge theories are considered on the (4, 2)-dimensional supermanifold parametrized by the four spacetime coordinates x^\\mu (with \\mu = 0, 1, 2, 3) and a pair of Grassmannian variables \\theta and \\bar\\theta. One of the key results of our present investigation is a great deal of simplification in the geometrical understanding of the nilpotent (anti-)BRST symmetry invariance.","We investigate (3+1)-dimensional non-Abelian 1-form gauge theories using the superfield formalism, which enables us to simultaneously capture both on-shell and off-shell BRST and anti-BRST symmetries. Within this framework, we provide geometric interpretations for these symmetries and the associated Lagrangian densities. Our approach sheds light on certain nuances peculiar to 4D non-Abelian 1-form gauge theories, significantly simplifying their geometric understanding. Notably, our work reveals novel insights into the relationship between the nilpotent (anti-)BRST symmetry and the underlying geometry of the 4D, (4, 2)-dimensional supermanifold, whose coordinates include four spacetime coordinates xμ (μ=0,1,2,3) and a pair of Grassmann variables θ and θ̄.",9,False
We introduce a family of rings of symmetric functions depending on an infinite sequence of parameters. A distinguished basis of such a ring is comprised by analogues of the Schur functions. The corresponding structure coefficients are polynomials in the parameters which we call the Littlewood-Richardson polynomials. We give a combinatorial rule for their calculation by modifying an earlier result of B. Sagan and the author. The new rule provides a formula for these polynomials which is manifestly positive in the sense of W. Graham. We apply this formula for the calculation of the product of equivariant Schubert classes on Grassmannians which implies a stability property of the structure coefficients. The first manifestly positive formula for such an expansion was given by A. Knutson and T. Tao by using combinatorics of puzzles while the stability property was not apparent from that formula. We also use the Littlewood-Richardson polynomials to describe the multiplication rule in the algebra of the Casimir elements for the general linear Lie algebra in the basis of the quantum immanants constructed by A. Okounkov and G. Olshanski.,"We present a family of rings of symmetric functions, each dependent on an endless sequence of parameters. A set of Schur function analogs serves as a preferred foundation for such a ring. The Littlewood-Richardson polynomials, which are polynomial in the parameters, define the structural constants of this ring. We have devised a combinatorial technique for determining these numbers, which involves altering a previous B. Sagan and author's outcome. This method produces a formula that exhibits the positivity of W. Graham for the polynomials. Using this approach, we calculate the product of equivariant Schubert classes on Grassmannians, implying a stability feature of the structure factors. Although A. Knutson and T. Tao previously discovered a manifestly positive formula for such an expansion utilizing puzzle combinatorics, they did not notice the stability property. Moreover, we employ the Littlewood-Richardson polynomials to describe the multiplication law in the Casimir elements' algebra for the general linear Lie algebra, which A. Okounkov and G. Olshanski established using quantum immanents.",10,False
"Possible (algebraic) commutation relations in the Lagrangian quantum theory of free (scalar, spinor and vector) fields are considered from mathematical view-point. As sources of these relations are employed the Heisenberg equations/relations for the dynamical variables and a specific condition for uniqueness of the operators of the dynamical variables (with respect to some class of Lagrangians). The paracommutation relations or some their generalizations are pointed as the most general ones that entail the validity of all Heisenberg equations. The simultaneous fulfillment of the Heisenberg equations and the uniqueness requirement turn to be impossible. This problem is solved via a redefinition of the dynamical variables, similar to the normal ordering procedure and containing it as a special case. That implies corresponding changes in the admissible commutation relations. The introduction of the concept of the vacuum makes narrow the class of the possible commutation relations; in particular, the mentioned redefinition of the dynamical variables is reduced to normal ordering. As a last restriction on that class is imposed the requirement for existing of an effective procedure for calculating vacuum mean values. The standard bilinear commutation relations are pointed as the only known ones that satisfy all of the mentioned conditions and do not contradict to the existing data.","In the context of Lagrangian quantum theory, this study examines the potential algebraic commutation relationships between scalar, spinor, and vector fields from a mathematical perspective. To determine these relations, we utilize the Heisenberg equations and a specific uniqueness condition for the operators of the dynamic variables. We find that the paracommutation relations, or certain generalizations thereof, are the most comprehensive options that ensure the validity of all Heisenberg equations. However, we encounter an issue where satisfying both the Heisenberg equations and the uniqueness requirement simultaneously becomes impossible. To address this challenge, we introduce a redefinition of the dynamic variables, analogous to the normal ordering procedure, which includes the latter as a special case. This modification leads to adjustments in the allowable commutation relations. When considering the concept of vacuum, we restrict the range of feasible commutation relations further, ultimately arriving at the standard bilinear commutation relations as the sole known option that meets all the requirements and does not conflict with available data.",8,False
"Epitaxial self-assembled quantum dots (SAQDs) are of interest for nanostructured optoelectronic and electronic devices such as lasers, photodetectors and nanoscale logic. Spatial order and size order of SAQDs are important to the development of usable devices. It is likely that these two types of order are strongly linked; thus, a study of spatial order will also have strong implications for size order. Here a study of spatial order is undertaken using a linear analysis of a commonly used model of SAQD formation based on surface diffusion. Analytic formulas for film-height correlation functions are found that characterize quantum dot spatial order and corresponding correlation lengths that quantify order. Initial atomic-scale random fluctuations result in relatively small correlation lengths (about two dots) when the effect of a wetting potential is negligible; however, the correlation lengths diverge when SAQDs are allowed to form at a near-critical film height. The present work reinforces previous findings about anisotropy and SAQD order and presents as explicit and transparent mechanism for ordering with corresponding analytic equations. In addition, SAQD formation is by its nature a stochastic process, and various mathematical aspects regarding statistical analysis of SAQD formation and order are presented.","Epitaxial self-assembled quantum dots (SAQDs) hold great promise for use in advanced optoelectronic and electronic devices, including lasers, photodetectors, and nanoscale logic systems. To realize their full potential, it's essential to understand and control the spatial and size orders of SAQDs. This study focuses on understanding the spatial order of SAQDs, which is expected to be closely related to size order. Using a widely employed model of SAQD formation based on surface diffusion, we derived analytical formulas for film-height correlation functions that describe the spatial order of SAQDs and quantify the degree of order through correlation lengths. Our results show that initial random fluctuations lead to moderate correlation lengths (on the order of two dots) when the wetting potential has a negligible impact. However, the correlation lengths increase significantly when SAQDs are formed at a critical film height, indicating enhanced ordering. Our findings support previous research highlighting the importance of anisotropy and SAQD order. Moreover, we provide a clear and transparent mechanism for understanding ordering phenomena, accompanied by explicit analytical equations. Notably, SAQD formation is inherently a stochastic process, and our study sheds light on various statistical aspects of SAQD formation and order.",9,False
"In the article [Petojevic 2006], A. Petojevi\\' c verified useful properties of the $K_{i}(z)$ functions which generalize Kurepa's [Kurepa 1971] left factorial function. In this note, we present simplified proofs of two of these results and we answer the open question stated in [Petojevic 2006]. Finally, we discuss the differential transcendency of the $K_{i}(z)$ functions.","The paper by Petojevic (2006) established important properties of the $K_i(z)$ functions, which are extensions of Kurepa's (1971) left factorial function. This note provides streamlined proof of two of those results and resolves an open query posed in Petojevic (2006). Additionally, it explores the differential transcendence of the $K_i(z)$ functions.",10,False
"The fractional Aharonov-Bohm oscillation (FABO) of narrow quantum rings with two electrons has been studied and has been explained in an analytical way, the evolution of the period and amplitudes against the magnetic field can be exactly described. Furthermore, the dipole transition of the ground state was found to have essentially two frequencies, their difference appears as an oscillation matching the oscillation of the persistent current exactly. A number of equalities relating the observables and dynamical parameters have been found.","The behavior of narrow quantum rings containing two electrons has been thoroughly examined, specifically regarding the fractional Aharonov-Bohm oscillation (FABO). Researchers have successfully developed an analytical explanation for the phenomenon, providing insight into how the period and amplitude change in response to magnetic fields. Notably, the study revealed that the ground state's dipole transition possesses two distinct frequencies, which are synchronized with the persistent current's oscillations. Additionally, researchers discovered several interesting relationships between observable properties and dynamic parameters.",10,False
No abstract given; compares pairs of languages from World Atlas of Language Structures.,"The study does not provide an abstract summary. Instead, it focuses on comparing pairs of languages from the World Atlas of Language Structures.",10,False
"In present paper we propose seemingly new method for finding solutions of some types of nonlinear PDEs in closed form. The method is based on decomposition of nonlinear operators on sequence of operators of lower orders. It is shown that decomposition process can be done by iterative procedure(s), each step of which is reduced to solution of some auxiliary PDEs system(s) for one dependent variable. Moreover, we find on this way the explicit expression of the first-order PDE(s) for first integral of decomposable initial PDE. Remarkably that this first-order PDE is linear if initial PDE is linear in its highest derivatives. The developed method is implemented in Maple procedure, which can really solve many of different order PDEs with different number of independent variables. Examples of PDEs with calculated their general solutions demonstrate a potential of the method for automatic solving of nonlinear PDEs.","In this study, we introduce a novel approach for obtaining exact solutions to certain types of nonlinear partial differential equations (PDEs). Our method involves breaking down nonlinear operators into a series of simpler operators of lower order, which can be achieved through an iterative process. Each iteration requires the solution of a set of auxiliary PDEs involving a single dependent variable. Notably, we derive an explicit formula for the first-order PDEs corresponding to the first integral of the original decomposable PDE. Interestingly, this first-order PDE turns out to be linear when the initial PDE is linear in its highest derivatives. We have implemented our technique in a Maple procedure, which has been successfully applied to various PDEs with differing numbers of independent variables and orders. Several examples are provided to showcase the effectiveness of our method in automatically solving nonlinear PDEs.",10,False
"This paper is an exposition of the so-called injective Morita contexts (in which the connecting bimodule morphisms are injective) and Morita $\\alpha$contexts (in which the connecting bimodules enjoy some local projectivity in the sense of Zimmermann-Huisgen). Motivated by situations in which only one trace ideal is in action, or the compatibility between the bimodule morphisms is not needed, we introduce the notions of Morita semi-contexts and Morita data, and investigate them. Injective Morita data will be used (with the help of static and adstatic modules) to establish equivalences between some intersecting subcategories related to subcategories of modules that are localized or colocalized by trace ideals of a Morita datum. We end up with applications of Morita $\\alpha$-contexts to $\\ast$-modules and injective right wide Morita contexts.","This paper delves into the realm of Morita contexts, specifically focusing on two types: injective Morita contexts, where the connecting bimodule morphisms are injective, and Morita αcontexts, where the connecting bimodules possess local projectivity à la Zimmermann-Huisgen. The authors' motivation stems from scenarios where a single trace ideal is involved or the compatibility between bimodule morphisms is unnecessary. They introduce the concepts of Morita semi-contexts and Morita data, which they explore in depth. By utilizing injective Morita data, along with static and adstatic modules, the authors establish connections between various intersecting subcategories associated with subcategories of modules that are localized or co-localized by trace ideals of a Morita datum. Ultimately, the study culminates in applications of Morita αcontexts to *-modules and injective right wide Morita contexts.",8,False
"There has been important experimental progress in the sector of heavy baryons in the past several years. We study the strong decays of the S-wave, P-wave, D-wave and radially excited charmed baryons using the $^3P_0$ model. After comparing the calculated decay pattern and total width with the available data, we discuss the possible internal structure and quantum numbers of those charmed baryons observed recently.","Significant strides have been made in the field of heavy baryons in recent years, specifically regarding the study of their strong decays. Our research focuses on the S-wave, P-wave, D-wave, and radially excited charmed baryons, employing the $^3P_0$ model to examine their decay patterns and total widths. By comparing our calculations with existing data, we aim to gain insights into the internal composition and quantum numbers of these newly discovered charmed baryons.",7,False
"Precision tests of the Kobayashi-Maskawa model of CP violation are discussed, pointing out possible signatures for other sources of CP violation and for new flavor-changing operators. The current status of the most accurate tests is summarized.","The Kobayashi-Maskawa model of CP violation is thoroughly examined through precision tests, which aim to identify signs of additional sources of CP violation and novel flavor-changing operators. An overview of the current state of the most reliable tests is provided, offering insights into the existing understanding of this fundamental concept in particle physics.",8,False
"The Dark Energy problem is forcing us to re-examine our models and our understanding of relativity and space-time. Here a novel idea of Fundamental Forces is introduced. This allows us to perceive the General Theory of Relativity and Einstein's Equation from a new pesrpective. In addition to providing us with an improved understanding of space and time, it will be shown how it leads to a resolution of the Dark Energy problem.","The enigma of dark energy compels us to reassess our comprehension of relativity and spacetime, as well as our theoretical frameworks. A groundbreaking concept of Fundamental Forces is put forth in this context. By embracing this innovative perspective, we gain fresh insights into both the General Theory of Relativity and Einstein's Equation. Aside from offering a deeper understanding of space and time, it becomes evident that this approach holds the key to resolving the puzzle of dark energy.",8,False
We present a critical review about the study of linear perturbations of matched spacetimes including gauge problems. We analyse the freedom introduced in the perturbed matching by the presence of background symmetries and revisit the particular case of spherically symmetry in n-dimensions. This analysis includes settings with boundary layers such as brane world models and shell cosmologies.,"In this review, we examine the investigation of linear disturbances in synchronized spacetimes, with a focus on the challenges posed by gauge issues. Our analysis highlights the flexibility brought into the perturbed matching process by the existence of underlying symmetries in the background. Specifically, we reassess the well-known example of spherical symmetry in higher dimensions, taking into account scenarios that involve boundary layers, such as brane world models and shell cosmologies.",8,False
"We define nonselfadjoint operator algebras with generators $L_{e_1},..., L_{e_n}, L_{f_1},...,L_{f_m}$ subject to the unitary commutation relations of the form \\[ L_{e_i}L_{f_j} = \\sum_{k,l} u_{i,j,k,l} L_{f_l}L_{e_k}\\] where $u= (u_{i,j,k,l})$ is an $nm \\times nm$ unitary matrix. These algebras, which generalise the analytic Toeplitz algebras of rank 2 graphs with a single vertex, are classified up to isometric isomorphism in terms of the matrix $u$.","We consider operator algebras that lack self-adjointness and are generated by elements $L_{e_1}, \ldots, L_{e_n}, L_{f_1}, \ldots, L_{f_m}$. These generators satisfy unityary commutation relations of the form $L_{e_i}L_{f_j} = \sum_{k,l} u_{i,j,k,l} L_{f_l}L_{e_k}$, where $u$ is a unitary $nm \times nm$ matrix. These algebras extend the analytic Toeplitz algebras of rank 2 graphs with a single vertex and are classified up to isometric isomorphism using the matrix $u$.",9,False
"We show that the globular cluster mass function (GCMF) in the Milky Way depends on cluster half-mass density (rho_h) in the sense that the turnover mass M_TO increases with rho_h while the width of the GCMF decreases. We argue that this is the expected signature of the slow erosion of a mass function that initially rose towards low masses, predominantly through cluster evaporation driven by internal two-body relaxation. We find excellent agreement between the observed GCMF -- including its dependence on internal density rho_h, central concentration c, and Galactocentric distance r_gc -- and a simple model in which the relaxation-driven mass-loss rates of clusters are approximated by -dM/dt = mu_ev ~ rho_h^{1/2}. In particular, we recover the well-known insensitivity of M_TO to r_gc. This feature does not derive from a literal ``universality'' of the GCMF turnover mass, but rather from a significant variation of M_TO with rho_h -- the expected outcome of relaxation-driven cluster disruption -- plus significant scatter in rho_h as a function of r_gc. Our conclusions are the same if the evaporation rates are assumed to depend instead on the mean volume or surface densities of clusters inside their tidal radii, as mu_ev ~ rho_t^{1/2} or mu_ev ~ Sigma_t^{3/4} -- alternative prescriptions that are physically motivated but involve cluster properties (rho_t and Sigma_t) that are not as well defined or as readily observable as rho_h. In all cases, the normalization of mu_ev required to fit the GCMF implies cluster lifetimes that are within the range of standard values (although falling towards the low end of this range). Our analysis does not depend on any assumptions or information about velocity anisotropy in the globular cluster system.","The study reveals that the mass function of globular clusters in the Milky Way galaxy is influenced by the cluster's density, with more dense clusters having a higher turnover mass and a narrower mass distribution. This observation supports the theory that cluster evaporation, caused by internal two-body relaxation, shapes the mass function over time. A simple model that takes into account the rate of mass loss due to evaporation accurately predicts the observed relationship between cluster density and turnover mass. Additionally, the study shows that the insensitivity of the turnover mass to galactocentric distance can be explained by variations in cluster density and scatter in the relation between density and distance. The results hold true when using different formulations of the evaporation rate based on cluster properties, implying that the normalization of the evaporation rate consistent with the data corresponds to cluster lifetimes within the commonly accepted range, albeit leaning towards the lower end. Notably, the analysis did not rely on any specific assumptions or knowledge regarding velocity anisotropy in the globular cluster system.",5,False
We discussed quantum deformations of D=4 Lorentz and Poincare algebras. In the case of Poincare algebra it is shown that almost all classical r-matrices of S. Zakrzewski classification correspond to twisted deformations of Abelian and Jordanian types. A part of twists corresponding to the r-matrices of Zakrzewski classification are given in explicit form.,"During our conversation, we explored ways to modify the structure of spacetime by deforming the symmetries of four-dimensional space and time. Specifically, we looked at how the Poincaré algebra, which describes the symmetry properties of spacetime, can be modified or deformed"" in various ways. We found that many of these deformations, known as ""twisted deformations,"" can be classified into two main types: Abelian and Jordanian. Furthermore, we were able to explicitly express some of the twists associated with these deformations using a set of mathematical formulas.",4,False
"The path integral over Euclidean geometries for the recently suggested density matrix of the Universe is shown to describe a microcanonical ensemble in quantum cosmology. This ensemble corresponds to a uniform (weight one) distribution in phase space of true physical variables, but in terms of the observable spacetime geometry it is peaked about complex saddle-points of the {\\em Lorentzian} path integral. They are represented by the recently obtained cosmological instantons limited to a bounded range of the cosmological constant. Inflationary cosmologies generated by these instantons at late stages of expansion undergo acceleration whose low-energy scale can be attained within the concept of dynamically evolving extra dimensions. Thus, together with the bounded range of the early cosmological constant, this cosmological ensemble suggests the mechanism of constraining the landscape of string vacua and, simultaneously, a possible solution to the dark energy problem in the form of the quasi-equilibrium decay of the microcanonical state of the Universe.","The universe's density matrix, which was proposed recently, has been found to represent a microcanonical ensemble when integrated over Euclidean geometries. This ensemble is characterized by a uniform distribution in phase space of genuine physical variables, but it peaks around intricate saddle-points of the Lorentzian path integral that correspond to observational spacetime geometry. These saddle-points are represented by cosmological instantons that have been discovered recently and are confined to a finite range of the cosmological constant. Accelerating inflationary cosmologies arise from these instantons during the later stages of expansion, and they can achieve a low-energy scale through the notion of dynamically changing extra dimensions. Along with the restricted range of the early cosmological constant, this cosmological ensemble offers a potential answer to the dark energy issue in the guise of the quasi-equilibrium degradation of the microcanonical condition of the cosmos and a means of restricting the landscape of string vacua.",9,False
"We discuss a universality property of any covariant field theory in space-time expanded around pp-wave backgrounds. According to this property the space-time lagrangian density evaluated on a restricted set of field configurations, called universal sector, turns out to be same around all the pp-waves, even off-shell, with same transverse space and same profiles for the background scalars. In this paper we restrict our discussion to tensorial fields only. In the context of bosonic string theory we consider on-shell pp-waves and argue that universality requires the existence of a universal sector of world-sheet operators whose correlation functions are insensitive to the pp-wave nature of the metric and the background gauge flux. Such results can also be reproduced using the world-sheet conformal field theory. We also study such pp-waves in non-polynomial closed string field theory (CSFT). In particular, we argue that for an off-shell pp-wave ansatz with flat transverse space and dilaton independent of transverse coordinates the field redefinition relating the low energy effective field theory and CSFT with all the massive modes integrated out is at most quadratic in fields. Because of this simplification it is expected that the off-shell pp-waves can be identified on the two sides. Furthermore, given the massless pp-wave field configurations, an iterative method for computing the higher massive modes using the CSFT equations of motion has been discussed. All our bosonic string theory analyses can be generalised to the common Neveu-Schwarz sector of superstrings.","The article examines a fundamental characteristic of any generally covariant field theory in spacetime, focusing on its behavior in the presence of plane wave backgrounds. Specifically, the authors show that certain field configurations, referred to as the universal sector,"" have the remarkable property of being identical across all plane waves, regardless of their profile or the specific solution used. This holds true even when considering off-shell configurations, where the field theory is not necessarily describing physical states. Restricting their attention to tensor fields, the authors explore the implications of this universality property in various contexts. Within the framework of bosonic string theory, they demonstrate that it leads to the existence of a set of world-sheet operators whose correlators remain unchanged under changes in the plane wave's nature or background gauge field. By employing world-sheet conformal field theory, similar conclusions can be reached. Moreover, the authors investigate non-polynomial closed string field theory (CSFT) and reveal that, under certain conditions, the field redefinition connecting the low-energy effective field theory and CSFT with all massive modes integrated out is at most quadratic in the fields. This greatly facilitates identifying the off-shell plane wave solutions on both sides. Additionally, the authors outline an iterative approach for calculating higher massive modes by utilizing the CSFT equations of motion, starting from massless plane wave field configurations. It is worth mentioning that all the findings in the realm of bosonic string theory can be extended to the shared Neveu-Schwarz sector of superstrings.",9,False
"We give a quantitative analysis of clustering in a stochastic model of one-dimensional gas. At time zero, the gas consists of $n$ identical particles that are randomly distributed on the real line and have zero initial speeds. Particles begin to move under the forces of mutual attraction. When particles collide, they stick together forming a new particle, called cluster, whose mass and speed are defined by the laws of conservation. We are interested in the asymptotic behavior of $K_n(t)$ as $n\\to \\infty$, where $K_n(t)$ denotes the number of clusters at time $t$ in the system with $n$ initial particles. Our main result is a functional limit theorem for $K_n(t)$. Its proof is based on the discovered localization property of the aggregation process, which states that the behavior of each particle is essentially defined by the motion of neighbor particles.","In this study, we examine the clustering phenomenon in a probabilistic model of a one-dimensional gas. The system starts with $n$ indistinguishable particles positioned randomly along the real line, all having zero initial velocity. As time progresses, the particles move due to their mutual attraction, causing them to collide and merge into larger clusters. By conserving mass and momentum, the newly formed clusters acquire well-defined properties. Our focus lies in investigating the long-term behavior of $K_n(t)$, the quantity of clusters present at time $t$ when starting with $n$ initial particles. Our primary finding is a functional limit theorem for $K_n(t)$, which relies on the observed localization property of the aggregation process. This property reveals that the movement of nearby particles primarily determines each particle's behavior, enabling us to better understand the clustering dynamics.",8,False
"Our main result in this paper is the following: Given $H^m, H^n$ hyperbolic spaces of dimensional $m$ and $n$ corresponding, and given a Holder function $f=(s^1,...,f^{n-1}):\\partial H^m\\to \\partial H^n$ between geometric boundaries of $H^m$ and $H^n$. Then for each $\\epsilon >0$ there exists a harmonic map $u:H^m\\to H^n$ which is continuous up to the boundary (in the sense of Euclidean) and $u|_{\\partial H^m}=(f^1,...,f^{n-1},\\epsilon)$.","In this paper, we present a significant finding: given two hyperbolic spaces $H^m$ and $H^n$ with dimensions $m$ and $n$, respectively, and a Holder function $f$ that maps the boundary of $H^m$ to the boundary of $H^n$, there exists a harmonic map $u$ that connects these two spaces. Notably, $u$ is continuous up to the boundary, meaning it can be extended continuously to the boundary of $H^m$ in the Euclidean sense, and its restriction to the boundary matches the given function $f$. Moreover, we can ensure that the map $u$ satisfies this property for any positive value of $\epsilon$.",4,False
"Statistical modeling of experimental physical laws is based on the probability density function of measured variables. It is expressed by experimental data via a kernel estimator. The kernel is determined objectively by the scattering of data during calibration of experimental setup. A physical law, which relates measured variables, is optimally extracted from experimental data by the conditional average estimator. It is derived directly from the kernel estimator and corresponds to a general nonparametric regression. The proposed method is demonstrated by the modeling of a return map of noisy chaotic data. In this example, the nonparametric regression is used to predict a future value of chaotic time series from the present one. The mean predictor error is used in the definition of predictor quality, while the redundancy is expressed by the mean square distance between data points. Both statistics are used in a new definition of predictor cost function. From the minimum of the predictor cost function, a proper number of data in the model is estimated.","Statistical modeling of physical laws relies on the probability distribution of observed variables, which is represented using a kernel estimator that's informed by the spread of data during experimental setup calibration. This kernel estimator is then employed to derive an optimal estimate of the physical law connecting the measured variables through a conditional average estimator, a technique analogous to non-parametric regression. The approach is showcased by modeling a return map of noisy chaotic data, where the non-parametric regression forecasts future values in the time series from current ones. Predictive performance is evaluated with two metrics: mean predictor error for assessing prediction accuracy and mean squared distance between data points to quantify redundancy. These quantities feed into a novel predictor cost function, whose minimization yields an appropriate number of data points required for the model.",8,False
Real Options for Project Schedules (ROPS) has three recursive sampling/optimization shells. An outer Adaptive Simulated Annealing (ASA) optimization shell optimizes parameters of strategic Plans containing multiple Projects containing ordered Tasks. A middle shell samples probability distributions of durations of Tasks. An inner shell samples probability distributions of costs of Tasks. PATHTREE is used to develop options on schedules.. Algorithms used for Trading in Risk Dimensions (TRD) are applied to develop a relative risk analysis among projects.,"Real Options for Project Schedules (ROPS) employs a hierarchical approach with three nested shells to optimize project planning and management. The top-level shell utilizes Adaptive Simulated Annealing (ASA) optimization to determine the best set of parameters for strategic plans that contain multiple projects, each consisting of sequential tasks. The middle shell focuses on estimating the probability distribution of task duration, while the innermost shell concentrates on probabilistic cost estimation. To create flexible schedule options, PATHTREE is employed. Additionally, TRADING IN RISK DIMENSIONS (TRD) algorithms are leveraged to evaluate and compare the relative risks associated with different projects.",9,False
"We combine classical methods of combinatorial group theory with the theory of small cancellations over relatively hyperbolic groups to construct finitely generated torsion-free groups that have only finitely many classes of conjugate elements. Moreover, we present several results concerning embeddings into such groups. As another application of these techniques, we prove that every countable group $C$ can be realized as a group of outer automorphisms of a group $N$, where $N$ is a finitely generated group having Kazhdan's property (T) and containing exactly two conjugacy classes.","We utilize a fusion of traditional combinatorial group theory and the concept of small cancellations in relatively hyperbolic groups to create finitely generated torsion-free groups with a finite number of conjugacy classes. Additionally, we provide various findings related to embedding such groups. Furthermore, we demonstrate that any countable group $C$ can be represented as a group of outer automorphisms of a group $N$, where $N$ is a finitely generated group possessing Kazhdan's property (T) and consisting of precisely two conjugacy classes.",9,False
We study a recently proposed formulation of overlap fermions at finite density. In particular we compute the energy density as a function of the chemical potential and the temperature. It is shown that overlap fermions with chemical potential reproduce the correct continuum behavior.,"We investigate a newly suggested approach to understanding the behavior of overlap fermions in systems with non-zero density. Our focus is on calculating the energy density's dependence on both chemical potential and temperature. Notably, our findings indicate that overlap fermions exhibit behavior consistent with theoretical predictions when subjected to a chemical potential.",6,False
"Lattice contribution to the electronic self-energy in complex correlated oxides is a fascinating subject that has lately stimulated lively discussions. Expectations of electron-phonon self-energy effects for simpler materials, such as Pd and Al, have resulted in several misconceptions in strongly correlated oxides. Here we analyze a number of arguments claiming that phonons cannot be the origin of certain self-energy effects seen in high-$T_c$ cuprate superconductors via angle resolved photoemission experiments (ARPES), including the temperature dependence, doping dependence of the renormalization effects, the inter-band scattering in the bilayer systems, and impurity substitution. We show that in light of experimental evidences and detailed simulations, these arguments are not well founded.","The topic of lattice contributions to electronic self-energy in complex correlated oxides has recently sparked significant interest and debate. However, some misunderstandings have arisen due to assumptions made about electron-phonon self-energy effects in simpler materials like Pd and Al. In this analysis, we examine various claims that phonons cannot account for certain self-energy effects observed in high-temperature cuprate superconductors through angle-resolved photoemission experiments (ARPES). Specifically, we address the temperature dependence, doping dependence of renormalization effects, inter-band scattering in bilayer systems, and impurity substitution. Our examination reveals that these arguments are unfounded when considering experimental evidence and thorough simulations.",5,False
"We get asymptotics for the volume of large balls in an arbitrary locally compact group G with polynomial growth. This is done via a study of the geometry of G and a generalization of P. Pansu's thesis. In particular, we show that any such G is weakly commensurable to some simply connected solvable Lie group S, the Lie shadow of G. We also show that large balls in G have an asymptotic shape, i.e. after a suitable renormalization, they converge to a limiting compact set which can be interpreted geometrically. We then discuss the speed of convergence, treat some examples and give an application to ergodic theory. We also answer a question of Burago about left invariant metrics and recover some results of Stoll on the irrationality of growth series of nilpotent groups.","In this paper, we investigate the volume of large balls in a locally compact group G with polynomial growth, using techniques from geometric analysis and a generalization of Pansu's thesis. Our main result shows that any such group G is weakly commensurable to a simply connected solvable Lie group S, which we refer to as the Lie shadow of G. Additionally, we demonstrate that large balls in G have a well-defined asymptotic shape, meaning that after appropriate normalization, they converge to a compact set with a clear geometric interpretation. We further analyze the rate at which these shapes converge and provide examples to illustrate our findings. Finally, we address a question posed by Burago regarding left-invariant metrics and retrieve previously established results on the irrationality of growth series of nilpotent groups.",7,False
